title,difficulty,serves,rating,vegetarian,vegan,dairy_free,gluten_free,prep_time,cook_time,ingredients,ingredient,recipe_urls
Bolognese pasta bake,Easy,Serves 6,,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,Cook:20 mins,,"['400g lean minced beef', '3 garlic cloves; crushed', '1 tbsp caster sugar', 'dried mixed Italian herbs', 'jar passata', 'penne', '200ml tub half-fat crème fraîche', '25g parmesan; grated', 'garlic bread and salad; to serve']",https://www.bbcgoodfood.com/recipes/dorset-apple-cake
Speedy beef tacos,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:20 mins,,"['1 red onion; thinly sliced', '½ tsp  sugar', 'cider vinegar', 'can black beans', 'chilli sauce', ' (see Bolognese recipe below; right)', '8 corn tortillas', '1 little gem lettuce; shredded', '1 avocado; stoned; peeled and cut into chunks', 'pot soured cream']",https://www.bbcgoodfood.com/recipes/lighter-treacle-tart
Spaghetti Bolognese with salami & basil,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:45 mins,,"['1 tbsp olive oil', '1 large onion; diced', '1 red pepper; diced', '3 garlic cloves; crushed', '750g beef mince cube', 'tomato purée', '50ml balsamic vinegar', '2 x 400g cans chopped tomatoes', 'beef stock', '75g salami; chopped', 'spaghetti']",https://www.bbcgoodfood.com/recipes/fancy-iced-biscuits
Venetian duck ragu,Easy,Serves 6,,FALSE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:2 hrs and 30 mins,,"['1 tbsp olive oil', '4 duck legs', '2 onions; finely chopped', '2 fat garlic cloves; crushed', '2 tsp ground cinnamon', '2 tsp plain flour', 'red wine', '2 x 400g cans chopped tomatoes', 'chicken stock cube;', '3 rosemary sprigs; leaves picked and chopped', 'bay leaves', '1 tsp sugar', '2 tbsp milk', 'paccheri or pappardelle', 'parmesan; grated; to serve']",https://www.bbcgoodfood.com/recipes/jammy-heart-drops
Big-batch bolognese,Easy,Serves 12,,FALSE,FALSE,FALSE,FALSE,Prep:25 mins,Cook:1 hr and 30 mins,,"['4 tbsp olive oil', '6 smoked bacon rashers; chopped', '4 onions; finely chopped', '3 carrots; finely chopped', '4 celery sticks; finely chopped', '8 garlic cloves; crushed', 'dried mixed herbs', 'bay leaves', '500g mushrooms; sliced', '1½ kg lean minced beef (or use half beef; half pork mince)', '6 x 400g cans chopped tomatoes', 'tomato purée', 'red wine', 'red wine vinegar', '1 tbsp sugar', 'parmesan; to serve']",https://www.bbcgoodfood.com/recipes/iced-fairy-cakes
Low-fat turkey bolognese,Easy,Serves 4 - 6,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:45 mins,,"['lean turkey mince', 'vegetable oil', '1 large onion; chopped', '1 large carrot; chopped', '3 celery sticks; chopped', '250g pack brown mushroom; finely chopped', 'pinch of sugar', 'tomato purée', '2 x 400g cans chopped tomato with garlic & herbs', 'chicken stock;', 'cooked wholemeal pasta and fresh basil leaves (optional); to serve']",https://www.bbcgoodfood.com/recipes/brilliant-banana-loaf
Lamb & fennel spaghetti Bolognese,Easy,Serves 4,,FALSE,FALSE,FALSE,TRUE,Prep:10 mins,Cook:30 mins,,"['2 tbsp olive oil', '500g pack lean  minced lamb', '2 fennel bulbs; core removed; chopped', '3 garlic cloves; finely chopped', '1 tbsp finely chopped rosemary', '2 x 400g cans peeled plum tomatoes', '10 olives; halved', 'dried spaghetti', 'grated parmesan and green salad; to serve (optional)']",https://www.bbcgoodfood.com/recipes/chocolate-orange-marble-cake
Healthy spaghetti bolognese,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,Cook:25 mins,,"['1 tbsp olive oil', '1 small carrot; chopped', '400g can  plum tomatoes', '½ bunch basil; plus extra leaves; to serve ', 'Multi mince', 'spaghetti', 'toasted breadcrumbs']",https://www.bbcgoodfood.com/recipes/school-days-citrus-pudding
Tagliatelle with vegetable ragu,Easy,Serves 5,,TRUE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:40 mins,,"['1 onion; finely chopped', '2 celery sticks; finely chopped', '2 carrots; diced', '4 garlic cloves; crushed', 'each tomato purée', 'diced vegetables; such as courgettes; peppers and  mushroom', 'red lentil', '2 x 400g cans chopped tomatoes with basil', 'tagliatelle', '2 tbsp shaved parmesan (optional)']",https://www.bbcgoodfood.com/recipes/peppermint-candy-biscuits
Speedy pasta Bolognese,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,Cook:20 mins,,"['500g pack lean minced beef  (5.1% fat)', 'handful  sliced mushrooms', '2 garlic cloves; crushed   ', 'sundried tomato', '400g can chopped tomato', 'red wine', 'dried  mixed herb', 'penne', 'handful basil  leaves; torn; to serve']",https://www.bbcgoodfood.com/recipes/orange-cardamom-tree-biscuits
Good-for-you bolognese,Easy,Serves 4 - 6,,FALSE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:30 mins,,"['2 tsp olive oil', '1 onion; chopped ', '4 carrots; chopped ', '2 courgettes; chopped ', '85g button mushrooms', '1 garlic clove; crushed', '400g can chopped tomatoes', 'Worcestershire sauce', '500g lean minced beef', 'handful basil  leaves ', '1 tbsp gravy  granules', 'spaghetti']",https://www.bbcgoodfood.com/recipes/spotted-dick
Raspberry & passion fruit martini,Easy,Serves 2,,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,,,"['100ml vodka', 'raspberry liqueur', 'passion fruit juice', 'of ice', 'passion fruit']",https://www.bbcgoodfood.com/recipes/date-apple-squares
Bourbon cocktail,Easy,Makes 2 (easily doubled),,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,,,"['bourbon', 'crème de cacao', 'lemon juice', 'grenadine', '4 tsp golden caster sugar', 'pared orange zest']",
Cranberry sours,Easy,Makes 400ml,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,,,"['300g pack frozen cranberries; defrosted', 'orange liqueur', 'amaretto', '100ml fresh orange juice', '2 tbsp lime juice', '2-3 tbsp maple syrup; to taste', 'crushed ice']",
Tropical coconut rum punch,Easy,Serves 4 - 6,,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,,,"['500ml pineapple juice', 'mango', 'Malibu', '250ml coconut milk', 'sliced  pineapple', 'limes on skewers']",
Cucumber martinis,Easy,Makes 2,,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,,,"['sugar syrup', 'cucumber', 'large bunch mint; stems removed', 'dry vermouth', 'gin']",
Sloe royales,Easy,Serves 2,,FALSE,FALSE,FALSE,FALSE,Prep:2 mins,,,"['sloe gin', '300ml chilled Champagne or  prosecco', ' (optional)']",
Winter Pimm's punch,Easy,Serves 10,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,,,"[""Pimm's"", '500ml brandy', '1½ l apple juice', 'ice', '2 cinnamon sticks', 'apple; sliced', 'orange; sliced']",
Amaretto fizz,Easy,Serves 10,,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,,,"['Disaronno', '600ml orange juice', '2 x 75cl bottles sparkling wine', 'strips orange zest']",
Vodka & cranberry blush,Easy,Serves 12,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,,,"['200ml/7fl oz each vodka and Cointreau', '600ml cranberry juice', '400ml orange juice', 'strips of peel from 2-3 limes', '; to serve']",
Raspberry martini fizz,Easy,Makes 8 with enough for a top-up,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,,,"['red vermouth', 'gin', '4 tsp icing sugar', '24 frozen raspberries', '2 bottles chilled prosecco or other sparkling wine']",
Rose-scented strawberry cocktails,Easy,Serves 2 (enough for 2 glasses each),,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,,,"['100g strawberries; hulled and halved', '50g caster sugar', 'rosewater', 'chilled bottle of Champagne or prosecco']",
Sparkling mint & lemon juleps,Easy,Serves 6,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins - 15 mins,,,"['85g golden caster sugar', '4 tbsp fresh  lemon juice', 'chilled; sparkling wine', '20g/1oz pack fresh mint']",https://www.bbcgoodfood.com/recipes/japanese-ramen-noodle-soup
Coffee cocktails & star biscuits,Easy,Makes 40 biscuits,,FALSE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:15 mins,,"['200g soft butter', '140g caster sugar', '1 egg yolk', '1 tsp vanilla extract', '280g plain flour; plus a little extra for rolling', 'strong coffee', 'Kahlúa', '2 tbsp double cream', '; for dusting']",https://www.bbcgoodfood.com/recipes/vegan-ramen
The Good Food Country Breeze,Easy,Serves 1,,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,,,"['gin', 'Bols Crème de Cassis', 'good splash apple juice', 'wedge of lime', 'apple slice; to garnish']",https://www.bbcgoodfood.com/recipes/curried-brisket-ramen
Lemon & elderflower fizz,Easy,Makes 6 glasses,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,,,"['gin', 'juice ½ lemon', '2 tsp caster sugar', 'elderflower cordial', '750ml bottle  prosecco', '4 tbsp lemon  sorbet', '2 tbsp caster sugar', 'juice and strips of zest from ½ lemon']",https://www.bbcgoodfood.com/recipes/miso-butternut-squash-ramen
Old fashioned,Easy,Makes 1,,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,,,"['2 tsp sugar syrup or 1 tsp granulated sugar', '1-2 dashes bitters', 'splash of water', '60ml Scotch whisky or bourbon', ' (optional)', 'orange slice', 'maraschino cherry (optional)']",https://www.bbcgoodfood.com/recipes/turkey-ramen
Rhubarb & custard cocktail,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:25 mins,,,"['85g caster sugar', '300g chopped rhubarb', '100ml vodka', '100ml rhubarb syrup (see above)', '1 length rhubarb', 'advocaat', 'lemonade']",https://www.bbcgoodfood.com/recipes/cheats-chicken-ramen
Chocolate-dipped strawberries,Easy,Serves 5,,TRUE,FALSE,FALSE,TRUE,Prep:20 mins,Cook:4 mins,,"['100g dark chocolate; roughly chopped', '400g strawberries', '30g white and milk  chocolate; roughy chopped (optional)']",https://www.bbcgoodfood.com/recipes/vegetarian-ramen
Blood orange & dark chocolate madeleines,More effort,Makes 15 - 20,,FALSE,FALSE,FALSE,FALSE,Prep:50 mins,Cook:30 mins,,"['100g unsalted butter; plus extra for greasing', '2 large eggs', '100g golden caster sugar', 'zest 2 blood oranges plus juice of 1/2 (about 2 tbsp)', '100g plain flour; plus extra for dusting', '1 tsp baking powder', '140g dark chocolate (60-70% cocoa solids); finely chopped', 'blood orange dust (optional - see below)']",https://www.bbcgoodfood.com/recipes/ramen-chicken-bone-broth-pork-shoulder-soft-boiled-egg-greens
Dark chocolate orange creams,Easy,Serves 2,,TRUE,FALSE,FALSE,TRUE,Prep:10 mins,,,"['25g 85% dark chocolate; broken into small pieces', '150g low-fat yogurt', '1 small orange', 'a few mint sprigs; leaves picked (to serve)']",https://www.bbcgoodfood.com/recipes/miso-chicken-rice-soup
Raspberry sorbet,Easy,Serves 8-10,,FALSE,TRUE,TRUE,TRUE,Prep:15 mins,Cook:10 mins,,"['200g granulated sugar', '500g raspberries; plus more to serve (optional)', '1 lemon; juiced ']",https://www.bbcgoodfood.com/recipes/teriyaki-noodle-broth
Cinnamon-stewed apple,Easy,Serves 4,,TRUE,FALSE,FALSE,TRUE,Prep:5 mins,Cook:15 mins,,"['5 sweet eating apples (about 600g); such as Gala or Fuji; peeled; cored and chopped', '¼ tsp ground cinnamon', 'raisins', 'yogurt;', '4 tsp maple syrup (optional)']",
Red berry fruit compote (German rote grütze),Easy,Serves 6 with leftovers,,FALSE,FALSE,FALSE,TRUE,Prep:5 mins,Cook:25 mins,,"['440g canned pitted cherries in syrup (Morello or sour cherries are best; if you can get them)', 'mixed fresh or frozen forest fruits', '180ml cranberry juice', '½ tbsp vanilla extract', '½ tsp ground cinnamon', '½ tbsp golden caster sugar', 'dash of rosewater', 'cornflour', 'pot good-quality vanilla custard', '1 square of 70% dark chocolate; finely grated', 'handful pomegranate seeds', 'handful mint leaves']",
Strawberry & mint granita,Easy,Makes 4,,FALSE,FALSE,FALSE,TRUE,Prep:10 mins,Cook:10 mins,,"['100g golden caster sugar', '450g strawberries; hulled and halved', '8 mint leaves; plus extra sprigs to serve']",
Fruity milk jellies,More effort,makes 2 x 500ml jellies (each serves 6),,FALSE,FALSE,FALSE,TRUE,Prep:25 mins,Cook:10 mins,,"['16 gelatine leaves', '1.2l full-fat milk', '200g peaches; fresh or from a can; drained', '200g icing sugar', ' (optional)', '; for the moulds', '200g raspberries', '200g blackberries', 'mango', '; to serve (optional)']",
Vegan orange lollies,Easy,makes 6 x 60ml lollies,,TRUE,TRUE,TRUE,TRUE,Prep:20 mins,,,"['5 large carrots', 'juice of 3 large oranges; zest of 1', 'satsuma']",
Rhubarb & star anise sorbet,Easy,Makes about 500ml,,TRUE,TRUE,TRUE,TRUE,Prep:20 mins,Cook:20 mins,,"['700g thin forced rhubarb; trimmed; rinsed and cut into 2cm/ 3/4 in-long pieces', '140g golden caster sugar', 'liquid glucose', '1 vanilla pod', '2 star anise', 'juice 1 lemon', '1 tbsp vodka (optional)']",
Star anise meringues with mango coulis & raspberries,More effort,Makes 12,,FALSE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:35 mins,,"['4 egg whites; at room temperature', '200g white caster sugar', 'cornflour', '1 ½ tsp ground star anise (you will need a spice grinder or use suggested alternative)', 'white wine vinegar', 'ripe mango', '3 tbsp icing sugar', 'coconut yogurt', '150g pack raspberries']",
Vegan chocolate banana ice cream,Easy,Serves 1,,TRUE,TRUE,TRUE,TRUE,Prep:5 mins,,,"['1 frozen banana', 'cocoa powder']",
Fresh raspberry jelly,More effort,Serves 4,,FALSE,FALSE,FALSE,TRUE,Prep:15 mins,Cook:10 mins,,"['flavourless oil', '5 gelatine leaves', '140g golden caster sugar', '500g raspberries; plus extra to serve', 'juice 1 lemon', 'clotted cream or ice cream; to serve']",
Banana custard eclairs,A challenge,Makes 24,,FALSE,FALSE,FALSE,FALSE,Prep:50 mins,Cook:30 mins,,"['; to decorate (optional)', ' or leaf; to decorate (optional)', '200g white chocolate; finely chopped', '85g lightly salted butter; chopped into small cubes', '100g plain flour', '3 medium eggs; beaten', '2 overripe bananas', '100g golden caster sugar', 'lemon juice', 'custard powder', '300ml milk', '150ml double cream', '2 tsp vanilla bean paste (we like this for the seeds; but use extract if you like)']",
Strawberry & white chocolate choux buns,More effort,Serves 8,,FALSE,FALSE,FALSE,FALSE,Prep:30 mins,Cook:30 mins - 35 mins,,"['50g butter', '75g plain flour', '2 large eggs', '1 tbsp flaked almonds (optional)', '', 'custard powder', '300ml milk', '½ tsp sugar free vanilla extract', 'Greek yogurt', '15g coarsely grated  white chocolate', '125g small strawberries; halved', 'dusting of icing sugar (optional)']",https://www.bbcgoodfood.com/recipes/chicken-in-white-wine-sauce
Individual summer puddings,Easy,Serves 2,,FALSE,FALSE,FALSE,FALSE,Prep:25 mins,Cook:8 mins,,"['mixed berry', '2 tbsp golden caster sugar', 'zest 1  lemon', 'sunflower oil; for greasing', '; crusts removed', '2 tbsp extra-thick  double cream', '2 tsp icing sugar; sifted']",
Strawberries with lime & long pepper syrup,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:5 mins,,"['2 limes', '100g golden caster sugar', ""medium-sized 'long'  peppercorns"", '450g ripe strawberry; hulled and halved; or quartered if large', '; to serve']",https://www.bbcgoodfood.com/recipes/one-pan-spaghetti
Chocolate pear crisp,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:45 mins,,"['3 ripe pears', 'juice ½ lemon', '1 tbsp light muscovado sugar', 'Poire William liqueur or cognac', '50g icing sugar', 'cocoa powder', '25g ground almond', '1 egg white']",https://www.bbcgoodfood.com/recipes/one-pan-smoky-beans-sausage-meatballs
Sticky cinnamon figs,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,Cook:5 mins,,"['8  ripe figs', 'large  knob of butter', '4 tbsp clear honey', ' shelled pistachio', '1 tsp  ground cinnamon  or mixed spice', '  or Greek yogurt; to serve']",https://www.bbcgoodfood.com/recipes/big-batch-pressure-cooker-bolognese
Lemon & violet drizzle cake,Easy,Makes 15 squares,,FALSE,FALSE,FALSE,FALSE,Prep:20 mins - 25 mins,Cook:40 mins,,"['100g softened butter', '175g self-raising flour', '1 tsp baking powder', '175g golden caster sugar', '2 large eggs', '6 tbsp milk', 'finely grated rind of 1 large lemon', 'juice of 1 large lemon (you need 3 tablespoons)', '100g golden caster sugar', '; to decorate']",https://www.bbcgoodfood.com/recipes/sausage-soy-fried-rice
Spiced roasted apples & blackberries,Easy,Serves 4,,TRUE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:50 mins,,"['4medium Bramley apples; each weighing about 200g/8oz', '4 tbsp clear honey', '½ tsp ground cinnamon', 'finely grated zest and juice of 1 large orange', '250g blackberry']",https://www.bbcgoodfood.com/recipes/chicken-ginger-fried-rice
Effortless raspberry iced mousse,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,,,"['2 x 250g tubs quark  (low-fat cream cheese)', '50g icing sugar', 'squeeze or two of lemon juice', '250g pack of frozen raspberries']",https://www.bbcgoodfood.com/recipes/one-pot-glass-noodles-braised-chinese-mushrooms
The ultimate makeover: Chocolate mousse,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:20 mins,,,"[""85g dark chocolate; 70% (I used Green & Black's)"", 'cocoa powder', ' granules', '½ tsp vanilla extract', '2 egg whites', '1 tbsp golden caster sugar', 'full-fat Greek yogurt', 'handful raspberries; to decorate']",https://www.bbcgoodfood.com/recipes/cod-anchovy-bake
Roasted rhubarb,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Cook:25 mins - 30 mins,,,"['550g rhubarb', '85g golden caster sugar']",https://www.bbcgoodfood.com/recipes/one-pan-coconut-dhal
Curried cod,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:25 mins,,"['oil', '1 onion; chopped', 'medium curry powder', 'thumb-sized piece ginger; peeled and finely grated', '3 garlic cloves; crushed', '2 x 400g cans chopped tomatoes', 'can chickpeas', '4 cod fillets (about 125-150g each)', 'zest 1 lemon; then cut into wedges', ' roughly chopped']",https://www.bbcgoodfood.com/recipes/one-pot-prawn-lentil-curry
Cod & chorizo stew,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:17 mins,,"['1 tbsp olive oil', '1 large onion; finely chopped', '200g cooking chorizo; chopped into small pieces', '400g can chopped tomatoes', '4 cod fillets', 'can butter beans;', '½ small pack parsley; roughly chopped']",https://www.bbcgoodfood.com/recipes/harissa-broccoli-flatbreads
Fragrant biryani with coriander cod,More effort,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:1 hr and 15 mins,,"['2 large onions (320g); halved and sliced', '2 tbsp rapeseed oil', '25g ginger; peeled and cut into thin matchsticks', '1-2 red chillies; deseeded and sliced', 'vegetable bouillon powder', '250g brown basmati rice', '1½ tsp  cumin seeds', '½ tsp  ground cinnamon or half a cinnamon stick', 'cardamom pods;', '320g baby spinach', '120g pot plain bio yogurt', '150g frozen peas', 'coriander;', 'lemon juice', '4 chunky cod loins (560g)']",https://www.bbcgoodfood.com/recipes/aubergine-halloumi-harissa-skillet-bake
Coconut & kale fish curry,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:35 mins,,"['1 tbsp rapeseed oil', '1 onion; sliced', 'thumb-sized piece  ginger; sliced into matchsticks', '1 tsp turmeric', 'mild curry paste', '150g cherry tomatoes; halved', '150g kale; chopped', '1 red chilli; halved', '325ml reduced fat coconut milk', 'low-salt stock', '250g brown rice', '100g frozen  king prawns', '2 cod fillets; cut into chunks', '2 limes; juiced', 'coriander', 'handful of toasted  coconut flakes (optional)']",https://www.bbcgoodfood.com/recipes/one-pot-sausage-casserole-with-garlic-breadcrumbs
Curried bean & coconut cod,Easy,Serves 2,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:35 mins,,"['125g brown basmati rice', '200g can sweetcorn', '15g ginger; peeled', '2 large garlic cloves', 'mustard seeds', '1 tbsp garam masala', 'vegetable bouillon powder', '1⁄2-1 red chilli; deseeded and sliced (optional)', '1 cinnamon stick', 'green beans;', '160g whole cherry tomatoes', '160g baby spinach', '2 skinless cod loins (about 240g)', 'coconut yogurt', 'coriander;']",https://www.bbcgoodfood.com/recipes/one-pan-eggs-peppers
Mahi ba zafferan (saffron & lemon roasted cod),Easy,Serves 4-6,,FALSE,FALSE,FALSE,TRUE,Prep:5 mins,Cook:10 mins,,"['3 generous pinches of best-quality  saffron', 'Greek yogurt', '1 unwaxed  lemon; zested and juiced', 'lemon extract', '800g-1kg skinless  cod fillets (ideally 6 equal-sized pieces)']",https://www.bbcgoodfood.com/recipes/squash-chicken-couscous-one-pot
Jerk cod & creamed corn,Easy,Serves 2,,FALSE,FALSE,FALSE,TRUE,Prep:12 mins,Cook:25 mins,,"['2 thick cod fillets (about 120g each)', '1 tbsp olive oil', 'jerk seasoning', 'bunch spring onions', '326g can sweetcorn; drained', '2 tbsp single cream', '20g parmesan; finely grated', '½-1 small red chilli; deseeded and finely chopped', 'coriander', 'lime wedges; to serve (optional)']",https://www.bbcgoodfood.com/recipes/honey-mustard-chicken-thighs-spring-veg
Cod with olives & crispy pancetta,Easy,Serves 4,,FALSE,FALSE,FALSE,TRUE,Prep:15 mins,Cook:15 mins - 20 mins,,"['100g pack olives & sundried tomatoes', '2tbsp olive oil', '400g can chopped tomatoes', '4 skinless cod fillets', '8 slices thin pancetta']",https://www.bbcgoodfood.com/recipes/meatball-black-bean-chilli
Bacalao a la vizcaína (Mexican salt cod stew),Serves 6,,,FALSE,FALSE,FALSE,TRUE,Prep:35 mins,Cook:1 hr and 45 mins,,"['salt cod', '1.5kg tomatoes', '250ml olive oil', '4 medium white onions; sliced', '7 large garlic cloves; finely chopped', '1 small bunch of flat-leaf parsley; finely chopped', '750g whole baby potatoes; cooked until just soft and peeled', 'güeros chillies', '60g capers', '175g jar  olives stuffed with red peppers', '100g almonds; lightly toasted and chopped']",https://www.bbcgoodfood.com/recipes/mustard-chicken-leek-one-pot
Cod & olive tagine with brown rice,Easy,Serves 4,,FALSE,FALSE,FALSE,TRUE,Prep:15 mins,Cook:55 mins,,"['3 tbsp rapeseed oil', '2 red onions (about 320g); chopped', '250g swede; finely chopped', '2 carrots (about 200g); finely chopped', 'strips of lemon peel;', '4 garlic cloves; thinly sliced', '1 tsp ground cinnamon', '1 tsp cumin seeds', 'ground coriander', '400g can chopped tomatoes', 'tomato purée', 'vegetable stock;', '12 pitted green olives; halved lengthways', '250g easy-cook brown rice', '4 frozen skinless cod fillets (about 360g)', 'pack of coriander;']",https://www.bbcgoodfood.com/recipes/one-pot-chicken-curry-rice
Curried butter-baked cod with cauliflower & chickpeas,Easy,Serves 4,,FALSE,FALSE,FALSE,TRUE,Prep:30 mins,Cook:40 mins,,"['1 large cauliflower; cut into florets', '1 tsp cumin seeds', '1 tsp ground turmeric', '2 tbsp sunflower oil', '4 garlic cloves', 'large piece of ginger; peeled', '1 red chilli; sliced', 'curry powder', 'chickpeas;', '100g butter; softened', 'white fish', '400g spinach', 'coriander;', 'large pinch of garam masala']",https://www.bbcgoodfood.com/recipes/sausage-kale-gnocchi-one-pot
Cod & prawn pie with saffron potatoes,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:50 mins,,"['1 tbsp olive oil', '1 yellow and red pepper; both deseeded and finely chopped', '2 large garlic cloves; chopped', 'bay leaves', '1 tbsp smoked paprika', 'vegetable stock', 'passata', 'frozen raw; peeled; large wild red shrimp', '2 x 280g packs  skinless cod loin; cut into large chunks', '9 pitted green olives; quartered (we used Amfissa olives; as they have a firmer texture)', '3 tbsp chopped flat-leaf parsley (optional)', '320g broccoli florets or green beans', '3 generous pinches of  saffron threads  (about ⅓ x 0.5g sachet)', '1 ½ tbsp olive oil', '2 large garlic cloves; finely grated', '725g large potatoes (about 4); peeled and thinly sliced']",
Jamaican saltfish fritters,Easy,Makes 14-16,,FALSE,FALSE,FALSE,FALSE,Prep:15 mins,Cook:20 mins,,"['160g dry salted cod', '300g self-raising flour', 'medium curry powder', '2 spring onions; trimmed and sliced into ½ cm pieces; plus extra to serve', 'large scotch bonnet pepper;', '½ each of red; yellow and green peppers; deseeded and pith removed; cut into 1cm cubes (or use 1 whole red or yellow pepper)', 'sunflower oil; for frying']",
Cod & tarragon fishcakes with minty peas,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:20 mins,Cook:20 mins,,"[' for the tin', '900g potatoes (we used Maris Piper); peeled and cut into medium chunks', '2 tsp English mustard powder', '4 anchovies (10g);  finely chopped ', '5 spring onions; very finely chopped', '2tsp capers (10g)', '1 ½ tbsp chopped tarragon', '2 x 280g packs skinless cod loin; cut into cubes', '8 tsp wholemeal flour', '2 eggs', '90g ground almonds', '320g frozen peas', '320g leeks; halved and finely sliced', '2 tbsp finely chopped mint', '4 rocket', 'lemon juice', '2tsp extra virgin olive oil']",
"Leek, tomato & barley risotto with pan-cooked cod",Easy,Serves 2,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:20 mins,,"['2 tsp rapeseed oil', '1 large leek (315g); thinly sliced', '2 garlic cloves; chopped', ""400g can barley (don't drain)"", 'vegetable bouillon', '1 tsp finely chopped sage', '1 tbsp thyme leaves; plus a few extra to serve', '160g cherry tomatoes', '50g finely grated parmesan', '2 skin-on cod fillets or firm white fish fillets']",
Cod with butter bean colcannon,Easy,Serves 2,,FALSE,FALSE,FALSE,TRUE,Prep:5 mins,Cook:10 mins,,"['2 skinless cod fillets', '25g butter', '6 thyme sprigs; leaves picked', '½ lemon; sliced', '77g pack smoked diced pancetta', '½ small Savoy cabbage; finely shredded', 'can butter beans', '50ml single cream']",
Spiced cod with quinoa salad & mint chutney,Easy,Serves 2,,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,Cook:25 mins,,"['40g quinoa (or 85g pre-cooked quinoa)', '3 tbsp chopped mint', 'chopped coriander', '150g pot 0%  natural yogurt', '1 garlic clove', '¼ tsp turmeric', 'pinch of  cumin seeds', '; such as sustainable cod', 'cucumber', '1 small  red onion; finely chopped', '4 tomatoes; chopped', 'good squeeze of  lemon juice']",
Fish finger hot dogs,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:30 mins,Cook:12 mins - 15 mins,,"['pollock', '25g plain flour', '1 egg; beaten', '100g panko breadcrumbs', 'sunflower oil; for frying', 'gherkin;', 'mayonnaise', 'lemon juice', 'brioche hot dog buns', '½ iceberg lettuce; shredded']",
Tomato & thyme cod,Easy,Serves 4,,FALSE,FALSE,FALSE,FALSE,Prep:5 mins,Cook:15 mins,,"['1 tbsp olive oil', '1 onion; chopped', '400g can chopped tomatoes', '1 heaped tsp light soft brown sugar', 'few sprigs thyme; leaves stripped', '1 tbsp soy sauce', '4 cod fillets; or another white flaky fish; such as pollock']",
Chipotle cod tacos,Easy,Serves 2,,FALSE,FALSE,FALSE,FALSE,Prep:10 mins,Cook:10 mins - 12 mins,,"['2 skinless cod fillets', '2 tbsp chipotle paste', '½ lime; juiced', '½ tbsp olive oil', 'taco', 'ribboned stir-fry vegetables', 'mayonnaise', 'cider vinegar', '1 tbsp wholegrain mustard']",
